horizon,split,origin_timestamp,target_timestamp,y_true,y_pred,model,baseline_rule,baseline_source_timestamp,source_lag_from_origin_h,is_evaluable,residual,abs_error,squared_error,model_display,method,alpha,nominal_coverage,q_hat,lower,upper,interval_width,covered,miss_lower,miss_upper,interval_score,method_display,label,short_name,color,y_pred_reference,lower_quantile,upper_quantile,q_level,y_pred_quantile_median,y_pred_mapie,lower_prelim,upper_prelim,raw_interval_width,y_pred_point,baseline_pred,baseline_lower,baseline_upper
24,validation,2024-06-29 15:00:00,2024-06-30 15:00:00,74.0,97.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-29 15:00:00,0.0,True,-23.0,23.0,529.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,70.0,124.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,97.0,,,,,,,,,,97.0,70.0,124.0
24,validation,2024-06-29 16:00:00,2024-06-30 16:00:00,73.0,101.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-29 16:00:00,0.0,True,-28.0,28.0,784.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,74.0,128.0,54.0,False,True,False,64.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,101.0,,,,,,,,,,101.0,74.0,128.0
24,validation,2024-06-29 17:00:00,2024-06-30 17:00:00,71.0,97.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-29 17:00:00,0.0,True,-26.0,26.0,676.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,70.0,124.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,97.0,,,,,,,,,,97.0,70.0,124.0
24,validation,2024-06-29 18:00:00,2024-06-30 18:00:00,73.0,94.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-29 18:00:00,0.0,True,-21.0,21.0,441.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,67.0,121.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,94.0,,,,,,,,,,94.0,67.0,121.0
24,validation,2024-06-29 19:00:00,2024-06-30 19:00:00,71.0,94.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-29 19:00:00,0.0,True,-23.0,23.0,529.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,67.0,121.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,94.0,,,,,,,,,,94.0,67.0,121.0
24,validation,2024-06-29 20:00:00,2024-06-30 20:00:00,67.0,91.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-29 20:00:00,0.0,True,-24.0,24.0,576.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,64.0,118.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,91.0,,,,,,,,,,91.0,64.0,118.0
24,validation,2024-06-29 21:00:00,2024-06-30 21:00:00,69.0,79.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-29 21:00:00,0.0,True,-10.0,10.0,100.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,52.0,106.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,79.0,,,,,,,,,,79.0,52.0,106.0
24,validation,2024-06-29 22:00:00,2024-06-30 22:00:00,74.0,72.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-29 22:00:00,0.0,True,2.0,2.0,4.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,45.0,99.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,72.0,,,,,,,,,,72.0,45.0,99.0
24,validation,2024-06-29 23:00:00,2024-06-30 23:00:00,73.0,75.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-29 23:00:00,0.0,True,-2.0,2.0,4.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,48.0,102.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,75.0,,,,,,,,,,75.0,48.0,102.0
24,validation,2024-06-30 00:00:00,2024-07-01 00:00:00,72.0,71.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 00:00:00,0.0,True,1.0,1.0,1.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,44.0,98.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,71.0,,,,,,,,,,71.0,44.0,98.0
24,validation,2024-06-30 01:00:00,2024-07-01 01:00:00,63.0,61.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 01:00:00,0.0,True,2.0,2.0,4.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,34.0,88.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,61.0,,,,,,,,,,61.0,34.0,88.0
24,validation,2024-06-30 02:00:00,2024-07-01 02:00:00,53.0,51.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 02:00:00,0.0,True,2.0,2.0,4.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,24.0,78.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,51.0,,,,,,,,,,51.0,24.0,78.0
24,validation,2024-06-30 03:00:00,2024-07-01 03:00:00,47.0,63.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 03:00:00,0.0,True,-16.0,16.0,256.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,36.0,90.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,63.0,,,,,,,,,,63.0,36.0,90.0
24,validation,2024-06-30 04:00:00,2024-07-01 04:00:00,50.0,65.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 04:00:00,0.0,True,-15.0,15.0,225.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,38.0,92.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,65.0,,,,,,,,,,65.0,38.0,92.0
24,validation,2024-06-30 05:00:00,2024-07-01 05:00:00,51.0,62.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 05:00:00,0.0,True,-11.0,11.0,121.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,35.0,89.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,62.0,,,,,,,,,,62.0,35.0,89.0
24,validation,2024-06-30 06:00:00,2024-07-01 06:00:00,48.0,64.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 06:00:00,0.0,True,-16.0,16.0,256.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,37.0,91.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,64.0,,,,,,,,,,64.0,37.0,91.0
24,validation,2024-06-30 07:00:00,2024-07-01 07:00:00,30.0,66.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 07:00:00,0.0,True,-36.0,36.0,1296.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,39.0,93.0,54.0,False,True,False,144.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,66.0,,,,,,,,,,66.0,39.0,93.0
24,validation,2024-06-30 08:00:00,2024-07-01 08:00:00,11.0,64.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 08:00:00,0.0,True,-53.0,53.0,2809.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,37.0,91.0,54.0,False,True,False,314.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,64.0,,,,,,,,,,64.0,37.0,91.0
24,validation,2024-06-30 09:00:00,2024-07-01 09:00:00,11.0,60.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 09:00:00,0.0,True,-49.0,49.0,2401.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,33.0,87.0,54.0,False,True,False,274.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,60.0,,,,,,,,,,60.0,33.0,87.0
24,validation,2024-06-30 10:00:00,2024-07-01 10:00:00,20.0,60.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 10:00:00,0.0,True,-40.0,40.0,1600.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,33.0,87.0,54.0,False,True,False,184.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,60.0,,,,,,,,,,60.0,33.0,87.0
24,validation,2024-06-30 11:00:00,2024-07-01 11:00:00,12.0,62.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 11:00:00,0.0,True,-50.0,50.0,2500.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,35.0,89.0,54.0,False,True,False,284.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,62.0,,,,,,,,,,62.0,35.0,89.0
24,validation,2024-06-30 12:00:00,2024-07-01 12:00:00,9.0,64.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 12:00:00,0.0,True,-55.0,55.0,3025.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,37.0,91.0,54.0,False,True,False,334.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,64.0,,,,,,,,,,64.0,37.0,91.0
24,validation,2024-06-30 13:00:00,2024-07-01 13:00:00,16.0,66.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 13:00:00,0.0,True,-50.0,50.0,2500.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,39.0,93.0,54.0,False,True,False,284.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,66.0,,,,,,,,,,66.0,39.0,93.0
24,validation,2024-06-30 14:00:00,2024-07-01 14:00:00,24.0,73.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 14:00:00,0.0,True,-49.0,49.0,2401.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,46.0,100.0,54.0,False,True,False,274.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,73.0,,,,,,,,,,73.0,46.0,100.0
24,validation,2024-06-30 15:00:00,2024-07-01 15:00:00,27.0,74.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 15:00:00,0.0,True,-47.0,47.0,2209.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,47.0,101.0,54.0,False,True,False,254.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,74.0,,,,,,,,,,74.0,47.0,101.0
24,validation,2024-06-30 16:00:00,2024-07-01 16:00:00,34.0,73.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 16:00:00,0.0,True,-39.0,39.0,1521.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,46.0,100.0,54.0,False,True,False,174.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,73.0,,,,,,,,,,73.0,46.0,100.0
24,validation,2024-06-30 17:00:00,2024-07-01 17:00:00,40.0,71.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 17:00:00,0.0,True,-31.0,31.0,961.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,44.0,98.0,54.0,False,True,False,94.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,71.0,,,,,,,,,,71.0,44.0,98.0
24,validation,2024-06-30 18:00:00,2024-07-01 18:00:00,43.0,73.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 18:00:00,0.0,True,-30.0,30.0,900.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,46.0,100.0,54.0,False,True,False,84.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,73.0,,,,,,,,,,73.0,46.0,100.0
24,validation,2024-06-30 19:00:00,2024-07-01 19:00:00,51.0,71.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 19:00:00,0.0,True,-20.0,20.0,400.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,44.0,98.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,71.0,,,,,,,,,,71.0,44.0,98.0
24,validation,2024-06-30 20:00:00,2024-07-01 20:00:00,51.0,67.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 20:00:00,0.0,True,-16.0,16.0,256.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,40.0,94.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,67.0,,,,,,,,,,67.0,40.0,94.0
24,validation,2024-06-30 21:00:00,2024-07-01 21:00:00,47.0,69.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 21:00:00,0.0,True,-22.0,22.0,484.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,42.0,96.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,69.0,,,,,,,,,,69.0,42.0,96.0
24,validation,2024-06-30 22:00:00,2024-07-01 22:00:00,49.0,74.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 22:00:00,0.0,True,-25.0,25.0,625.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,47.0,101.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,74.0,,,,,,,,,,74.0,47.0,101.0
24,validation,2024-06-30 23:00:00,2024-07-01 23:00:00,33.0,73.0,baseline_seasonal_naive,same_hour_previous_day,2024-06-30 23:00:00,0.0,True,-40.0,40.0,1600.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,46.0,100.0,54.0,False,True,False,184.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,73.0,,,,,,,,,,73.0,46.0,100.0
24,validation,2024-07-01 00:00:00,2024-07-02 00:00:00,24.0,72.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 00:00:00,0.0,True,-48.0,48.0,2304.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,45.0,99.0,54.0,False,True,False,264.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,72.0,,,,,,,,,,72.0,45.0,99.0
24,validation,2024-07-01 01:00:00,2024-07-02 01:00:00,37.0,63.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 01:00:00,0.0,True,-26.0,26.0,676.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,36.0,90.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,63.0,,,,,,,,,,63.0,36.0,90.0
24,validation,2024-07-01 02:00:00,2024-07-02 02:00:00,23.0,53.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 02:00:00,0.0,True,-30.0,30.0,900.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,26.0,80.0,54.0,False,True,False,84.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,53.0,,,,,,,,,,53.0,26.0,80.0
24,validation,2024-07-01 03:00:00,2024-07-02 03:00:00,19.0,47.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 03:00:00,0.0,True,-28.0,28.0,784.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,20.0,74.0,54.0,False,True,False,64.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,47.0,,,,,,,,,,47.0,20.0,74.0
24,validation,2024-07-01 04:00:00,2024-07-02 04:00:00,23.0,50.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 04:00:00,0.0,True,-27.0,27.0,729.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,23.0,77.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,50.0,,,,,,,,,,50.0,23.0,77.0
24,validation,2024-07-01 05:00:00,2024-07-02 05:00:00,34.0,51.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 05:00:00,0.0,True,-17.0,17.0,289.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,24.0,78.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,51.0,,,,,,,,,,51.0,24.0,78.0
24,validation,2024-07-01 06:00:00,2024-07-02 06:00:00,25.0,48.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 06:00:00,0.0,True,-23.0,23.0,529.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,21.0,75.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,48.0,,,,,,,,,,48.0,21.0,75.0
24,validation,2024-07-01 07:00:00,2024-07-02 07:00:00,22.0,30.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 07:00:00,0.0,True,-8.0,8.0,64.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,3.0,57.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,30.0,,,,,,,,,,30.0,3.0,57.0
24,validation,2024-07-01 08:00:00,2024-07-02 08:00:00,22.0,11.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 08:00:00,0.0,True,11.0,11.0,121.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,-16.0,38.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,11.0,,,,,,,,,,11.0,-16.0,38.0
24,validation,2024-07-01 09:00:00,2024-07-02 09:00:00,24.0,11.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 09:00:00,0.0,True,13.0,13.0,169.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,-16.0,38.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,11.0,,,,,,,,,,11.0,-16.0,38.0
24,validation,2024-07-01 10:00:00,2024-07-02 10:00:00,39.0,20.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 10:00:00,0.0,True,19.0,19.0,361.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,-7.0,47.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,20.0,,,,,,,,,,20.0,-7.0,47.0
24,validation,2024-07-01 11:00:00,2024-07-02 11:00:00,39.0,12.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 11:00:00,0.0,True,27.0,27.0,729.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,-15.0,39.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,12.0,,,,,,,,,,12.0,-15.0,39.0
24,validation,2024-07-01 12:00:00,2024-07-02 12:00:00,49.0,9.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 12:00:00,0.0,True,40.0,40.0,1600.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,-18.0,36.0,54.0,False,False,True,184.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,9.0,,,,,,,,,,9.0,-18.0,36.0
24,validation,2024-07-01 13:00:00,2024-07-02 13:00:00,45.0,16.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 13:00:00,0.0,True,29.0,29.0,841.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,-11.0,43.0,54.0,False,False,True,74.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,16.0,,,,,,,,,,16.0,-11.0,43.0
24,validation,2024-07-01 14:00:00,2024-07-02 14:00:00,53.0,24.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 14:00:00,0.0,True,29.0,29.0,841.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,-3.0,51.0,54.0,False,False,True,74.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,24.0,,,,,,,,,,24.0,-3.0,51.0
24,validation,2024-07-01 15:00:00,2024-07-02 15:00:00,63.0,27.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 15:00:00,0.0,True,36.0,36.0,1296.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,0.0,54.0,54.0,False,False,True,144.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,27.0,,,,,,,,,,27.0,0.0,54.0
24,validation,2024-07-01 16:00:00,2024-07-02 16:00:00,81.0,34.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 16:00:00,0.0,True,47.0,47.0,2209.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,7.0,61.0,54.0,False,False,True,254.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,34.0,,,,,,,,,,34.0,7.0,61.0
24,validation,2024-07-01 17:00:00,2024-07-02 17:00:00,71.0,40.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 17:00:00,0.0,True,31.0,31.0,961.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,13.0,67.0,54.0,False,False,True,94.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,40.0,,,,,,,,,,40.0,13.0,67.0
24,validation,2024-07-01 18:00:00,2024-07-02 18:00:00,53.0,43.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 18:00:00,0.0,True,10.0,10.0,100.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,16.0,70.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,43.0,,,,,,,,,,43.0,16.0,70.0
24,validation,2024-07-01 19:00:00,2024-07-02 19:00:00,40.0,51.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 19:00:00,0.0,True,-11.0,11.0,121.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,24.0,78.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,51.0,,,,,,,,,,51.0,24.0,78.0
24,validation,2024-07-01 20:00:00,2024-07-02 20:00:00,48.0,51.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 20:00:00,0.0,True,-3.0,3.0,9.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,24.0,78.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,51.0,,,,,,,,,,51.0,24.0,78.0
24,validation,2024-07-01 21:00:00,2024-07-02 21:00:00,42.0,47.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 21:00:00,0.0,True,-5.0,5.0,25.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,20.0,74.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,47.0,,,,,,,,,,47.0,20.0,74.0
24,validation,2024-07-01 22:00:00,2024-07-02 22:00:00,52.0,49.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 22:00:00,0.0,True,3.0,3.0,9.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,22.0,76.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,49.0,,,,,,,,,,49.0,22.0,76.0
24,validation,2024-07-01 23:00:00,2024-07-02 23:00:00,50.0,33.0,baseline_seasonal_naive,same_hour_previous_day,2024-07-01 23:00:00,0.0,True,17.0,17.0,289.0,Modelo base ingenuo estacional,split_conformal,0.2,0.8,27.0,6.0,60.0,54.0,True,False,False,54.0,Split conformal,Baseline + split conformal,Baseline,tab:gray,33.0,,,,,,,,,,33.0,6.0,60.0
